relative_path,run_name,bytes,sha256,action,reason
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0010.pt,lgvq_spatial_balanced_router_std_light,6043282,c8630f747bab11e0513cda0950c6b252cfb8272e72180c4d9095fb0724bcbb8a,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0015.pt,lgvq_spatial_balanced_router_std_light,6043282,106abd62da2d45a34edb15bf4cec9628d029caad40c5ab394850de37c419c162,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0020.pt,lgvq_spatial_balanced_router_std_light,6043282,1759f3a03b01cc474d8ee5614254c6bba299be09bad44f78c830a9df7d290d86,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0025.pt,lgvq_spatial_balanced_router_std_light,6043282,7d4b1de22949fe52d20d253dbdebabbe6f5051fd7acf08c90bec804ed3263b31,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0030.pt,lgvq_spatial_balanced_router_std_light,6043282,e00760bc3392fc00d081e36c737ea8e9c0c5b0a4c2e792f2389de2f7dcd764f2,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0035.pt,lgvq_spatial_balanced_router_std_light,6043282,8825e6917930c4ac75e1a20e796cb3b95da8eb6eca6ebd8a5f2942eb4b95b7b0,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0040.pt,lgvq_spatial_balanced_router_std_light,6043282,d2195e5c998a0ba28860d0a7dab3d9d134a6e3e9560dbcaea45bffaa3470aea2,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0045.pt,lgvq_spatial_balanced_router_std_light,6043282,0da3d5407b36fe61af83ea8499ac3da8f8a60213868a7bf3d81b015fd97c4357,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0050.pt,lgvq_spatial_balanced_router_std_light,6043282,6b3ad993ec24289bb9dcf8d0cb0803da7d843457a71f462680e2163c2c85dea3,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0055.pt,lgvq_spatial_balanced_router_std_light,6043282,0dacdcdeaff62a736d9d476fc29aca50c9574d8df11911600f89bd62f44f43b8,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_light/phase_snapshots/epoch_0060.pt,lgvq_spatial_balanced_router_std_light,6043282,a6f0524044febb7640e97a571221ea745eb95d23e8f153f73eb569c01316ee3a,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/best_observed_test_checkpoint.pt,lgvq_spatial_balanced_router_std_mid,44919826,a7e5fdc745eb8f41b6123f71bf9b9969029c9bd1d5a1e944a89a464359dd2d51,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/last_checkpoint.pt,lgvq_spatial_balanced_router_std_mid,44917218,2b65462b1f4e81b23b5a78d835d618b9132b3fa99844c442b971fc20e7c4cb0e,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0005.pt,lgvq_spatial_balanced_router_std_mid,6043282,f1a36bc84ab9d37f94576b6faf838fd611c9c923cfec2082220dd7b32db25652,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0010.pt,lgvq_spatial_balanced_router_std_mid,6043282,37a921aae48033242f1c70151b583e77953afe1cda5171980fd8626493c22ee7,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0015.pt,lgvq_spatial_balanced_router_std_mid,6043282,1471d33571077fe9e63387d807b3e09547a14e8277f8a1a6fc23e13b6e721a60,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0020.pt,lgvq_spatial_balanced_router_std_mid,6043282,ab13ef9f436acbb6cf6625bbc8b0c35a59f2c46513da12dcc29f65c71b7b9ede,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0025.pt,lgvq_spatial_balanced_router_std_mid,6043282,98390510fe6c08109ab9ce4d4f57367b3e6ccb9e984b456f1b936b478a85b3c8,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0030.pt,lgvq_spatial_balanced_router_std_mid,6043282,276f8f6c3dd6c42404a9d100b18f66724734f6f5b317194112e25483d16e5eb5,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0035.pt,lgvq_spatial_balanced_router_std_mid,6043282,13a99312da033e45d7d8f7e2b50a4068701797669392567a1a9b21014728e670,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0040.pt,lgvq_spatial_balanced_router_std_mid,6043282,323d2cd0b74fcce98232ce4afcedc28387f5aa4fb999479fef8f4df63c238563,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0045.pt,lgvq_spatial_balanced_router_std_mid,6043282,b0b62bc97044c27f645e92518f2f4091e40cbb0c8202b3e592f8c6405671df81,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0050.pt,lgvq_spatial_balanced_router_std_mid,6043282,d79c4f29679ae8abf300e1626e8974c0e3ea9c5e78b015511e19ecdfa2db30ec,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0055.pt,lgvq_spatial_balanced_router_std_mid,6043282,5d7a5496d0d37dc126a855338551ea415a9205aa6674128554c955c97f301ff0,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_mid/phase_snapshots/epoch_0060.pt,lgvq_spatial_balanced_router_std_mid,6043282,e7171e04dda381e687515785a95b5078d0944c27f0bc7d1df521fceabc4e53d7,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_std_strong/best_observed_test_checkpoint.pt,lgvq_spatial_balanced_router_std_strong,44919826,1169f359f888cc9721b0e931211e26f6de2044841d54e8030a5723dfc91fc57e,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/last_checkpoint.pt,lgvq_spatial_balanced_router_std_strong,44917218,0c5e59d32abf04dc8fb1eba7cfed1572cf9ae6a4d49005321e911ca152e47a58,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/last_checkpoint_router_stats_calibrated.pt,lgvq_spatial_balanced_router_std_strong,44915370,aa1e28d42995d2187b9c949a49d7c6d37891435f1eb3b7d2fe1ecef5b35d50e8,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0005.pt,lgvq_spatial_balanced_router_std_strong,6043282,217d5703ea11b92dec2b2eb7a3e22c65035d517ce3e391f942564aead0426b25,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0010.pt,lgvq_spatial_balanced_router_std_strong,6043282,3490378496fc69ae6e6d203a298f520e1d9b8622b56a28bbfa91e2468acf144d,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0015.pt,lgvq_spatial_balanced_router_std_strong,6043282,66a5dae35ab818e8af2abad00f7130deb696c13b7759d44e93ab488bcaab7360,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0020.pt,lgvq_spatial_balanced_router_std_strong,6043282,4e9a2cfba020b82ac9b756b5e057ac381ba9319c9bca27eccb100b0fbcd379bb,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0025.pt,lgvq_spatial_balanced_router_std_strong,6043282,c5a9fad7cc418520c45b3c96d86ee914c365229579cd21e62c66c5643fda1ed4,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0030.pt,lgvq_spatial_balanced_router_std_strong,6043282,e9119964bed3f7802b2fd0a3c014ef457f354fcbb6b0b9486011db70a2296e8d,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0035.pt,lgvq_spatial_balanced_router_std_strong,6043282,7b5204a0685cd435422ecc8ca2e5c692988e70956f274601d6dcae6ed524b844,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0040.pt,lgvq_spatial_balanced_router_std_strong,6043282,c91fbc7e8fe4d7269f71e7da5c6366dc2b1d64315f1c832980dc580d871424b8,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0045.pt,lgvq_spatial_balanced_router_std_strong,6043282,ddef1246d983c40a1ccc306afb2ee2a5980c9da5150c1d15976751cf9f6e839d,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0050.pt,lgvq_spatial_balanced_router_std_strong,6043282,a8f7d86c5b40920fd62e1d4a74d5648c56e00792cccccdd91e75e8e6cdbdc75e,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0055.pt,lgvq_spatial_balanced_router_std_strong,6043282,9968058b73756e8303d3ee585c6dad5d056ee8e6adc30b3a04b029302bec1868,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/phase_snapshots/epoch_0060.pt,lgvq_spatial_balanced_router_std_strong,6043282,d45b09031a41ae285ce7ff8cd3770e6dbcd9b33086b885e44aa4eb9945fdbc80,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_std_strong/spatial_balanced_formal_checkpoint.pt,lgvq_spatial_balanced_router_std_strong,44915738,f7a914c0739c0117c33a7e1271e041dfc670bd29704364ac3b8c64a53db4bf53,retain,formal spatial-4 source
runs/lgvq_spatial_balanced_router_strong_b10/best_observed_test_checkpoint.pt,lgvq_spatial_balanced_router_strong_b10,44918605,4a64d5c5c582ac4528bb19816142f9b596919b705870ad5c1a3a5e633b17044d,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/last_checkpoint.pt,lgvq_spatial_balanced_router_strong_b10,44916039,c935f23ff5e7f6f128efba380e38ee05e470c32043d58bceaf5991de3ad29349,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0005.pt,lgvq_spatial_balanced_router_strong_b10,6043282,ec526e0cbb6e19d879f2292790c38cfec07dbb670cc4d2ebcfad529f3de6ec5e,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0010.pt,lgvq_spatial_balanced_router_strong_b10,6043282,7f9baf52a16803fec3b4a218f79dddcea2788d22191663c5e1f5b0c1f2afc0a4,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0015.pt,lgvq_spatial_balanced_router_strong_b10,6043282,adaecc8ac4c2e5306750870a9b0089dcdd37c65d32a3c21d77f6ad524d09243b,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0020.pt,lgvq_spatial_balanced_router_strong_b10,6043282,a47f02e6466721d392d006c0c9ff303bc2c511c99b64e584576ce88090f86b66,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0025.pt,lgvq_spatial_balanced_router_strong_b10,6043282,966fcd2071a203866f75d4216f279dfcafc14f6fff22b44844693a34dab2b33e,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0030.pt,lgvq_spatial_balanced_router_strong_b10,6043282,699d952e75f2b92791e383ba93bc933fbe4fc93c74ab9ad8ec11ac230a1dce55,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0035.pt,lgvq_spatial_balanced_router_strong_b10,6043282,298bcc0605ee33ef31c22c84937c38d889417231d78ed6b5938c784be33e079b,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0040.pt,lgvq_spatial_balanced_router_strong_b10,6043282,023dfde0f7026b97d74339d15f237c51883574939f887511072fad5a3000fad5,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0045.pt,lgvq_spatial_balanced_router_strong_b10,6043282,4d46e3976a8aa8e2a962d20a0e1493d4f19ae1039c7d86376a9a326621a0b6de,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0050.pt,lgvq_spatial_balanced_router_strong_b10,6043282,54c68c43c3f477c056b28f25e897616f6d92b3ae65a0e2aeb00fa1eafa808d33,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0055.pt,lgvq_spatial_balanced_router_strong_b10,6043282,8262d63282c05e453f556b6588b6da8153c196cefd522a33cbfffed3ae6ce70f,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0060.pt,lgvq_spatial_balanced_router_strong_b10,6043282,a83700f7c6ed1d771510230df1dca7845065cb4a88667dc3415ffe0e30194aad,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0065.pt,lgvq_spatial_balanced_router_strong_b10,6043282,fc5fbce05627e74e300ada4652ee90a8819ea419dffb1cd106b4db2284cd5694,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0070.pt,lgvq_spatial_balanced_router_strong_b10,6043282,34386416446529cf7bb3c87b4fc0372a00e13770d932fd6aba990fea66846efb,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0075.pt,lgvq_spatial_balanced_router_strong_b10,6043282,b44fee98dd89a69fb584ea22982ab56dcdafd088b466d19da08dbc61e94f19c7,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b10/phase_snapshots/epoch_0080.pt,lgvq_spatial_balanced_router_strong_b10,6043282,158c05a8c0d5f0097d61a64d33a914a69fc56c4686b4215974cfa8c4c0184e45,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/best_observed_test_checkpoint.pt,lgvq_spatial_balanced_router_strong_b2,44918605,49044a7f77de56a74d9855dacae21267d64995e4a0876fefb2b4b36a6a25d562,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/last_checkpoint.pt,lgvq_spatial_balanced_router_strong_b2,44916039,2d4fef8d41c5126a27e7aed2f230fbed41f5575fba67b9f0fd69c83fd71fcdf5,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0005.pt,lgvq_spatial_balanced_router_strong_b2,6043282,6a959743cc9c9f733ca351c30cb0b5aa6f206ab5fc99e2612c215431cbd31089,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0010.pt,lgvq_spatial_balanced_router_strong_b2,6043282,0b8dad7e65f37eb9338373cef80c834364208712661448df88322437576bf9c4,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0015.pt,lgvq_spatial_balanced_router_strong_b2,6043282,3b8467fb84dbf52c43e694b521e20250a2682a3c43754883876a4b4a6979913d,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0020.pt,lgvq_spatial_balanced_router_strong_b2,6043282,cb7804fce4f376ba8a945ebde3ca529f79dc2cfd0453880c60e38a7cef0504a1,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0025.pt,lgvq_spatial_balanced_router_strong_b2,6043282,5d8f0bcab04183b0b7e85e5687d1b3c966e5dab789d2eb8e1cc369b29b791462,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0030.pt,lgvq_spatial_balanced_router_strong_b2,6043282,d0997a78779bf6afbfa809faf977a5a7cb81897a0738de5bb4b59e1ae51b2655,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
runs/lgvq_spatial_balanced_router_strong_b2/phase_snapshots/epoch_0035.pt,lgvq_spatial_balanced_router_strong_b2,6043282,54c1cb823bcc82f4ec7c1ba9493ddac1ac94463d9ac3080e5596eb504bc5a5e2,delete,non-formal exploratory checkpoint; scalar/tabular evidence retained in run directory
